Author,Published At,Comment,Likes
@JhonlenMeliodas,2025-03-27T16:55:57Z,"Tetap koh bobon santoso 🎉 yg awal dari nyeleneh , go&amp;loker sampai skrg mau selalu berbagi makan keren banget 🤘🤘🤘",0
@Cinta_Desa_TV,2025-03-27T16:55:40Z,Hah masak besar di Semarang <br><br>Jangan sampe merusak nama Semarang deh,0
@azrielpratama2910,2025-03-27T16:54:55Z,"Gue setuju sama omongan lu bang ,gua liat video nya yg anak buah lu si Edo lgi motong kepiting trus si wilie bilang &quot;kerja dulu, potong yg bener do&quot; trus lu bilang &quot;ganti bos lu do sekarang&quot; buset dah songong bgt si itu mah attitude nya gk ada kata gue mah.",0
@DonzGrind-so8ps,2025-03-27T16:53:41Z,s wili lama bngt ngomong y 😅,0
@barnestekincit,2025-03-27T16:48:57Z,Aneh si ws ini milih masakan rendnag bgitu banyak tau gak itu dia lamanya masak daging rendang,0
@nanonando877,2025-03-27T16:48:51Z,"ngapain juga ngomong panjang lebar di telpon om ded ,uda gak Dateng",0
@SteveDunham1312,2025-03-27T16:48:21Z,"Dalam hati bobon, wili GOBLOK",0
@Arfannn-o9f,2025-03-27T16:47:36Z,"njir gaya nya bobon ngotak amat ngomong sm wely seolah dia hakim wily terdakwa..!! woi bon udh bagus wily buat konten berbagi masak besar di pelambng.. kok ini lo malah nge judge gak pake hati lah.. setingan lah.. cm konten lah.. gak ada persiapan lah.. gak ada respect lo jd org..!! mw apa kata lo ngomg yg jelas dia dsna emg berbagi masak besar di palembang.. dasar goblokkk udh kyak ngerasa konten kreator paling bnr paling bagus aja lo.. ngaca woi bon konten dl kyak apa gak jauh2 dari mabok amer, becon, lc dll wkwkkw kocak lo bon so paling tua sok paling senior sok paling bnr..!!",0
@Test.tv.tester,2025-03-27T16:46:00Z,"Saya cuma minya willie mengakui salah ini settingan , agar menampar semua netizen yg sdh menghujat kota palembang scara tdk langsung",2
@nunikariyyan7232,2025-03-27T16:45:45Z,Bang bobon dan Willy Salim sama sama ora yg baik kalo bisa jangan sampe ada kesalah pahaman,0
@Bangziii15,2025-03-27T16:43:26Z,oke,0
@yoehanjhonez8853,2025-03-27T16:43:15Z,Semiskin - miskinnya orang indonesia tdk akan berebut atau menjarah makanan tanpa seijin pemilik atau panitia acara apalagi itu jga dikawal oleh banyak aparat kepolisian seperti yg WS sampaikan.<br>Logikanya jika ada warga coba untuk menjarah makanan diacara tsb sudah pasti aparat yg menjaga iti melarangnya akan tetapi ini ada pembiaran pasti itu emang ada yg menyuruh untuk ambil.<br>Jadi kesimpulannya ini memang setingan WS agar viral dan banyak cuannya🤭🤦,0
@EdahDaviyanti,2025-03-27T16:42:59Z,Njiirr sekelas om dedy dikacangin dong... demi masak besar,0
@elghifary99,2025-03-27T16:42:43Z,Willie salim siapa sih?,0
@Putry-wi6wm,2025-03-27T16:42:13Z,Pas berhenti nlpn gw juga langsung ketawa om ko lucu ya😂😂,0
@SyahrulMaulana-x2n,2025-03-27T16:41:28Z,assalamualaikum semoga di baca sama om Dedi . Ini si Wilie Salim bener mau ada kegiatan masak di Depok tanggal 28 Maret 2025. di alamat masjid at Tohir bersama ust.Derry Sulaiman,0
@AdilaAdila-e5r,2025-03-27T16:40:59Z,"Masalah Kejadian ini setingan atau tidak Tanyakan pesulap Merah aja biar dibongkar sama dia bahwa Sanya ini Asli atau konten pembodohan , soal nya pesulap merah itu berani ngomong langsung bahwa Sanya itu asli atau pembodohan undang mereka berdua langsung 😊😊",1
@abimgaming7653,2025-03-27T16:40:29Z,"dari awal liat konten2 dia jg udah NAJIS gw klo harus nonton, salut ama bang Bobon yg bisa sabar dengerin omongan dia, malah gw yg jengkel njirrr 😂 willie K*NT*L 😮‍💨",0
@reynolcobolompusunggu2488,2025-03-27T16:40:13Z,WS kayanya takut di maki sama BS di podcast ini x. 😅😂,0
@Abdulfaad1210,2025-03-27T16:39:34Z,"Tinggal ke palembang terus klarifikasi biar g salah paham,,",0
@x-locoschannel7355,2025-03-27T16:37:57Z,"Bang bobon loe kayak Luffy nyenengin orang dengan makan,,,,",0
@pasamanbaratrancak1456,2025-03-27T16:36:38Z,Bobon memang lebih senior..jauhhh...,0
@AL.FajriEditing,2025-03-27T16:36:10Z,anjir willie salim nangis cok tidak bisa jawab,0
@salmakiki3911,2025-03-27T16:34:58Z,"Willy di tnya apa jawab apa , jwbannya ga nymabung panjang bgt tp g nymbung",0
@Jayanudin7,2025-03-27T16:34:46Z,Koh bobon sama om ded ekspresinya pas si Willy cucol mewakili gw banget itu ..😂😂😂,0
@RizalMaulana-z5r,2025-03-27T16:33:53Z,Jawaban wily muter&quot;keliatan bhong nya,0
@depranatatrio2892,2025-03-27T16:33:51Z,Saya sebagai orang Palembang sangat kecewa sama anda,0
@soriendahsaputra5334,2025-03-27T16:33:04Z,Ga masuk akal kalo di tinggal istirahat tiba tiba ludes seharusnya tim si Willy tau dong pas daging itu di ambil dan waktu ngambil daging itu kan membutuhkan waktu jdi ga logis Willy dan tim ga mengetahui nya,0
@lueisekurniawan2319,2025-03-27T16:32:30Z,Tiap konten Willie salim sll di skip bikin eneg 😂😅,1
@PakthoAntitank-m5w6h,2025-03-27T16:32:03Z,Siapa sih bobon ini,0
@UntungSuhariyadi,2025-03-27T16:31:21Z,Saya gak pernah lihat wille,0
@Zhodick,2025-03-27T16:30:05Z,Koh bobon yg barbar mlh bisa buat indonesia bngga... yg bagi&quot; duit mlh cuma bikin malu,1
@puspitadewi4858,2025-03-27T16:28:59Z,Aku belum nonton kontennya willie salim malahan,0
@masmadeardika7857,2025-03-27T16:28:30Z,Jadi gmna??? Masih mau kah orang² nontonin atau dukung mas Willie? Wkwkwkw,0
@jayanurimanimam6927,2025-03-27T16:28:28Z,"Terbukti diA berbohong, di IG dia bilang tinggal ke toilet, di sini dia ngomong makan 😅",0
@afifahaini3654,2025-03-27T16:27:43Z,Ini ada psikologiny loh.  Manusia yg sepertinya bodoh tp sebenarnya licik,0
@anitarahmawati80,2025-03-27T16:27:38Z,Emang cuma bang bobon....yg HANDAL MASAK BESAARRR....!! 🎉🎉❤❤,0
@PakthoAntitank-m5w6h,2025-03-27T16:26:55Z,Inti nya bobon gk suka sama willy kayak nya,0
@aguskusnawan5487,2025-03-27T16:26:55Z,"Wili banyak drama ,demi konten pa pun di lakukan . Jdi pengen 🤮🤮🤮🤮🤮",0
@katorysaka8514,2025-03-27T16:25:56Z,Hadeh mutar2 mulu si willi ngomongnya terlalu bertele-tele bobon sama om deddy kek cape denger dia ngomong apalagi gua,0
@SyakihSyakih123,2025-03-27T16:24:53Z,"Brisik Willikebanyakan ngomong tai <a href=""https://www.youtube.com/watch?v=ygcodv_xrUE&amp;t=1263"">21:03</a>",0
@IwanGono,2025-03-27T16:24:41Z,"Cuma wilie salim di dunia ini,yg kebelet buang air,,tp masih kefiktiran utk makan,agak laen ni org",0
@alfanmaulana1326,2025-03-27T16:24:20Z,Harus nya jika wilie salim memang tulus dari hati untuk membantu itu tidak harus di aplod 😢untuk kejdian palembang,17
@MohammadYunus-rq7ge,2025-03-27T16:23:14Z,Beda orang yang berpengalaman sama tidak bobo mantap👍,0
@andrisupyana4209,2025-03-27T16:22:57Z,"Viral dulu biar dapet cuan baru klarifikasi,dan kalo britanya masih panas baru minta maaf, pinter juga Wili Salim bersandiwara nya",0
@Serui-Waropen-Erari,2025-03-27T16:22:45Z,Top kritikan kang bobon,0
@SandiY-de8wy,2025-03-27T16:22:43Z,"Sudah kau,,, dari cara omngan saja lagi GK jelas 😅",0
@zuhdidabrul7644,2025-03-27T16:21:32Z,Pernah ngelihat yang Dateng TPI tidak di undang dan di situ dia mengusirnya dan tidak mau ah gmna ya videonya sdah GK da,0
@AdamBee-pz1ys,2025-03-27T16:20:42Z,Cara ngomong kmu licik willy <br>Memang anjinf lho,0
@zuhdidabrul7644,2025-03-27T16:20:34Z,Aku sudah curiga dari dulu dan GK begitu suka sama conten Willie salim,0
@haniponugroho8785,2025-03-27T16:19:47Z,Liat wajahnya wili salim aja pingin njotos,0
@AdamBee-pz1ys,2025-03-27T16:19:22Z,Jelas dri cri ngomong ny licik <br>Otak.lho duit bukan mau nolong pamer karma ingin tener,0
@luluknurjanah7657,2025-03-27T16:18:24Z,Dari podcast ini kita bisa tau se plinplan dan se manipulatif apa si wili wkwkwk mbundet bgt klo ngmng ngalur ngidul ngeless melu kaya kebingungan cari alesan,0
@Nara-911,2025-03-27T16:17:09Z,"D yt pro palembang, di tiktok pro willi banget jirr, para bocil ngep ngep 😂",0
@Figarahardji48,2025-03-27T16:16:52Z,Ngalor ngidul will... Wil...,0
@agiterjal8399,2025-03-27T16:16:29Z,"Baik kolep dengan Reza arab bon, karena elo sama reza arab sosok seleb yang manusia yang memanusiakan orang yg membutuhkan",0
@malindamel8183,2025-03-27T16:12:18Z,"Si willy ni kalo ngomong lambat nian, cak planga plongo. Kesall nengar dio ngomong, alangkah leletttnyooo😅😂😂",0
@muhamadyesussss,2025-03-27T16:10:57Z,Sayangnya konflik ini juga settingan guys wkekek,0
@lazyboy6541,2025-03-27T16:10:44Z,mending denger willy wonka😂,0
@irfanvan2855,2025-03-27T16:09:33Z,"<a href=""https://www.youtube.com/watch?v=ygcodv_xrUE&amp;t=2016"">33:36</a> om Dedi jdi ngantuk 😂",0
@eddyardhy5546,2025-03-27T16:08:23Z,Proses saja sampai sidang pengadilan.,0
@apriliasulistiyani8553,2025-03-27T16:07:22Z,Bang bobon sehat2.terus masak besar n berbagi.semangat bang bobon,0
@arulmaulana1,2025-03-27T16:07:15Z,Besok willy mau masak di depok sama ustd dery,0
@NurhidayatHidayat-d5f,2025-03-27T16:06:58Z,Setingan masak daging 200 kilo ilang ngk ad yg liat klo di colong itu bnyk lo 200 kg,0
@gurbadutmu,2025-03-27T16:06:01Z,"<a href=""https://www.youtube.com/watch?v=ygcodv_xrUE&amp;t=1138"">18:58</a> : eh gimana wil masakannya udah mateng?<br><br>anjir ngakak gua bang😂",2
@Picofview,2025-03-27T16:05:12Z,Wah willi salim bocah masalah 😂 yg ptg viewers followers dan cuan buat dia diri sendiri,0
@DwiSardizul,2025-03-27T16:04:45Z,"Aku wong palembang,lemak nyo willi salim ni jadike pempek kapal selam daging nyo cocolke pake cuku",0
@dwirahmawati-s9d,2025-03-27T16:04:43Z,Untuk follower Wili salim..please..unfolow semua,0
@sigitronomenggolo1157,2025-03-27T16:04:11Z,Om tahan om 😂😂😂😂,0
@apriliasulistiyani8553,2025-03-27T16:03:56Z,Bang bobon kereen,0
@hanyauntukbersenangsenang4914,2025-03-27T16:03:47Z,Btw siapa si will salim,0
@dalmanabdullah2702,2025-03-27T16:03:25Z,Sama bon saya juga ngak suka,0
@valtt4845,2025-03-27T16:03:25Z,"Gak usah banyak ngomong lu wil, lu cuma mikirin kontan konten dan pengen nambah viewer, gak usah mencla mencle kalau ngomong<br>Lu kayak bocah kayak kemarin sore wil",0
@adiiskandar5020,2025-03-27T16:03:16Z,Wili muter muter sii😅,1
@fajarmaulana698,2025-03-27T16:01:16Z,Saya setuju ini setingan <br>Jawaban nya bertele tele <br>Bobon nanya apa di jawab apa kayak mengalihkan pertanyaan,0
@liliulil9062,2025-03-27T16:01:13Z,Ngomong aja kayak tokek manggil namanya sendiri 😩,0
@sakahayang698,2025-03-27T15:59:31Z,Yg lagi liat sekarang komen dong😅,0
@BellaQuen-q8t,2025-03-27T15:59:18Z,Geregettttt si Wili di tanya a jwb b,4
@taufikfirmansyah1849,2025-03-27T15:59:13Z,"Haduhh masalah ga penting, mending bahas RUU TNI POLRI deh polisi pada nyulik demonstran,mukul tim medis, berita ga penting",0
@PutraMedan-s5i,2025-03-27T15:59:03Z,Jangankan maling rendanh copet hp itu mereka ahli bgt.,0
@BobiJaya-j9v,2025-03-27T15:58:37Z,ati ati es kau samo wong palembang nih,1
@diannugraha1429,2025-03-27T15:58:15Z,Keliatan cari muka  lu bobon🤣,0
@hawanaulandari8821,2025-03-27T15:58:11Z,Udahlah jujur ama gaknya keliatan<br> Intinya kalok bener2 hilang ya jngan bawa2 nama daerah.,0
@YayanJepret,2025-03-27T15:58:02Z,Engga akan bisa willie konten masak .. bobon senior banget kalo soal konten masak 🤙🏽<br><br>Udah will konten bagi ipone aja sama bagi bagi duit aja jangan konten masak engga nyambung wkwk 🤣🤣,0
@ariebahari1566,2025-03-27T15:57:54Z,Wajar lah orang ga suka pasti jelek dimata nya.,0
@dennybugistv5124,2025-03-27T15:57:51Z,semudah ini Allah membuka kebusukan nya willi salim 😊😊,4
@rfariyando5112,2025-03-27T15:57:29Z,"Perasaan di bkb tmpat masaknya ada 2 tempat toilet terdekat, bisa juga di toilet j-co",0
@nduoksemot9813,2025-03-27T15:56:17Z,"Willie :Sejujur sejujurnya gue bikin konten ni,ya karna emang suka berbagi=TaEk💩",0
@awaskebanned2219,2025-03-27T15:56:03Z,yapping,1
@FairelKavi,2025-03-27T15:55:06Z,Tombol unfollow Willy 👇,1
@Ardi-d9o,2025-03-27T15:53:57Z,Assallamuallaikum wil.<br>Respec bon..,0
@parjo1218,2025-03-27T15:52:25Z,Di tanya belajar dari mana masak besar dia bilang belajar sendiri. Kita liat berapa lama dia bertahan dengan konten masak besarnya. Bedakan dengan bang bobon yang memang dari dulu konsisten dengan hati,0
@dimaskurniawan6147,2025-03-27T15:50:58Z,dihipnotis aja om ded wilie salim ntar ngaku 😆,0
@InaB9724,2025-03-27T15:50:26Z,Ko bobon ttp dihati ❤,0
@Bang_yuda07,2025-03-27T15:50:12Z,Di banned 🚫 Willie salim harusnya dari sosmed,1
@novikaeffendy6110,2025-03-27T15:50:12Z,Bocahh banget ini WS nyaa,0
@nurindahnuri7827,2025-03-27T15:48:52Z,Pegel banget punggung om ded dengerin tlpon 😂,0
@ekoagus36,2025-03-27T15:47:50Z,Bagi saya.konten willi salim.atta halilintar.raffi ahmad dan konco konconya itu sampah.mending liat konten pak deddy mulyadi,0
@BobiJaya-j9v,2025-03-27T15:47:11Z,KAU BALEK LAGI KE PALEMBANG TUJAH WONG DARI BELAKANG ES !,0
@nurindahnuri7827,2025-03-27T15:44:18Z,Kenapa gak Dateng aja kalo mau d dengerin mah 😂,0
@yadin6639,2025-03-27T15:44:17Z,"Husnuz zhon aja dengan willi salim, kang bobon jg coba husnuz zhon aja, krn husnus zhon gk jadi dosa, klo su&#39;uz zhon bisa jadi fitnah dan berdosa",0
@Mr_Lpn,2025-03-27T15:43:35Z,Suaranya aja udah kaya nangis gitu.. Banci,0
@septiananurfatimah4438,2025-03-27T15:43:34Z,"Bilang anak panti pinggir pinggir jalan bukan si, apa kuping AQ yg salah denger",0
@nurindahnuri7827,2025-03-27T15:42:39Z,Dengerin pas telpon betenya nyampe ke penonton 😂,0
@RahmadGunawan-l9x,2025-03-27T15:42:31Z,"Bisa mati wili salim kalau ngaku settingan pertama warga palembang termasuk saya marah besar kedua ada polisi yg di suruh &quot;pasti dibayar&quot; buat sekenario ini, gue tahu uang lho bnyk bisa bungkam sana sini",0
@Viant_Poenya,2025-03-27T15:42:03Z,Kali ini WS blunder setidaknya datang ke podcast kasih penjelasan dan ambil ilmu dari orang yang sudah biasa untuk masak besar dulu baru bikin konten masak besar lagi. Bukan malah bikin konten masak besar lagi di saat masalahnya lagi di sorot.,0
@jefflubis9695,2025-03-27T15:41:34Z,"Bobon : &quot;Anjirr..Gw ga ada alasan untuk menyukai orang ini (Willy Salim)...&quot;,kog sama bgt dgn saya...",0
@Wijaya80s,2025-03-27T15:41:09Z,"WILLIE. SEMUA KONTEN LU SAMPAH, GA GUNA LO NYET",0
@ripqiataillah832,2025-03-27T15:41:09Z,Gw respect semuanya yg penting berbagi,0
@alvinstore4561,2025-03-27T15:37:52Z,Jangan kasih panggung lahh orang kaya gitu,0
@WHjaya,2025-03-27T15:37:40Z,Siapa sih willy itu bro ?,0
@Volariumee,2025-03-27T15:36:43Z,"<a href=""https://www.youtube.com/watch?v=ygcodv_xrUE&amp;t=1827"">30:27</a> seketika om ded mengheningkan cipta",0
@nikenayukpuspitasari5770,2025-03-27T15:36:32Z,Wiliysalim kemarin muncul di tv berita heboh krn rendangnya ilang. Aku berpikir kok bisa ilang sih padahal 1 ekor sapi trs knp gk ada dri tim nya yg ngasih tau warga atau mungkin klo emng kejadian knp gk direkam sm timnya willy pas terjadinya pencolongan rendang oleh warga. Aku nya terheran&quot; walau beritanya udh lewat pun bisa&quot;nya ilang😂,0
@masbandotmotorvloghd8787,2025-03-27T15:34:56Z,Udah fiks setingan sih itu Willy di telpon aja muter gitu jawaban nya nya😅😅,0
@econrompas2679,2025-03-27T15:34:55Z,"MENIT <a href=""https://www.youtube.com/watch?v=ygcodv_xrUE&amp;t=107820"">29:57:00</a>  &quot;SKENARIO&quot; ujar Willie , artinya SESUAI SKENARIO AJA 😂😂😂",0
@griscabella1999,2025-03-27T15:32:10Z,Maaf Bang Willie… jangan datang ke kota Lampung ya 🙏🏻<br>Kota ku udah cukup tercoreng namanya. Gak tau gimana jadi kalau sampai kedatangan Bang Willie 😊<br>Kayanya emang lebih baik fokus berkonten di daerah-daerah yang ada di pulau Jawa aja deh ☺️,0
@MsBandi11,2025-03-27T15:32:05Z,"Masya Allah saudara kita bang bobon semakin dewasa, dan semakin lebih baik... barokallahufiik bang bobon semoga Allah jaga antum dan keluarga antum",0
@egisetiawan294,2025-03-27T15:31:56Z,Dari pertama liat konten willi jujur saya kurang suka si,0
@nofitasari9631,2025-03-27T15:30:55Z,"Muter muter, sampe cepetin 1.5 x",0
@MuhammadYusufsyahbani,2025-03-27T15:30:12Z,Bruh,0
@LenFalen,2025-03-27T15:29:37Z,Om Dedy nahan ketawa dari tadi😂😂,16
@naufal_el,2025-03-27T15:28:23Z,Willy salim lala lolo wkwkwk..,0
@Rizazhu,2025-03-27T15:25:45Z,"Willy kebelet cari toilet, tapi jauh dan gak jadi. Jadi ke mobil makan dan istirahat karena seharian belum makan. 🤣",0
@meilensusanti,2025-03-27T15:25:38Z,"Bnr kata om det sma bang bobon, bnyk ko, di tmpt2 laen misal klo bagi2 gitu, klo di biarin bisa kao. Bnr jgn bikin seolah olah warga palembang ajehh yg rusuh klo bagi2 semuanya jg rusuh tergantung syp yg ngontrol yahh",0
@nisachacha5344,2025-03-27T15:25:35Z,pertanyaan sama jawabannya ga nyambung (tidak to do point) 😅,0
@YusupAep-z2u,2025-03-27T15:25:27Z,Blokir smua akun Willi salim,0
@adiansyahadiansyah5945,2025-03-27T15:24:11Z,"SAMPE SEKARANG VIDEO RENDANG HILANG BELUM DI TAKE DOWN, SAMPE DISINI PAHAM KAN GAK ADA ADAB DAN ETIKANYA NI BOCIL..",0
@abahrawitjember522,2025-03-27T15:23:37Z,Lagsung unsubcribe yt willi gaes,0
@Carli98-ku4fj,2025-03-27T15:23:02Z,"Klo gk punya ide buat konten jangan ngikut orang punya konten <br>     Kata nya sultan yag kaya,, bagi² handphone,masa bikin konten jiplak orang punya waras gk sih Lu😂😂😂otak itu pake jangan hanya simpan 😅😅😅",0
@r1f69,2025-03-27T15:21:30Z,"Willie salim itu bukan  konten  kreator ecek ecek , dia itu punya tim .....yg jadi pertanyaan kenapa pas willie salim ijin ke mobil atau toilet , masa gk ada salah satu tim yg jagain itu rendang atau setidaknya ada kamera yg on ketika warga mengambil sendri itu rendang ....jadi menurut saya ini fix setingan",0
@sahrilmbong9445,2025-03-27T15:21:24Z,Wiily alay,0
@rcah7956,2025-03-27T15:20:18Z,"Willie ini Typical anak gedongan yg jarang gaul sama orang kebanyakan, gak punya rasa simpati dan empati, tidak punya sensitifitas thd lingkungan, tidak paham situasi dan kondisi yg sedang terjadi. Sehingga bagi orang waras spt kita gak bakalan bisa mencerna pola pikir dia. 🤦",0
@Themezzaninebalikpapan,2025-03-27T15:19:50Z,DISINI AKU BELAJAR.. TERNYATA BENAR.. KITA TIDAK PELRU MENJELASKAN TENTANG DIRI KITA.. KARENA YANG MENYUKAIMU BAHKAN TIDAK PERLU MENDENGARKAN PENJELASAN MU.. DAN YANG TIDAK MENYUKAI KITA TIDAK AKAN PERNAH PERCAYA DENGAN PENJELASAN KITA.<br><br><br>Semoga anak semuda willie salim dapat terus berkembang dan bertumbuh jadi pribadi yang lebih baik .. karena anak anak muda kedepanya yang akan pegang kendali dunia.. terus bermanfaat willie salim. God Bless U!!,0
@DimasOrca-j8p,2025-03-27T15:19:43Z,Gue si skip langsung kalau ketemu di short video atau iklan bila isinya si kiwill,0
@trilette9376,2025-03-27T15:18:59Z,Bang Bobon kaya nahan nangis dan kesal😢,0
@muhammadsyahrillah3712,2025-03-27T15:18:41Z,"Bobon santoso saudara se iman gua. Willy salim juga sama, gua pingi  keduanya damai dan akur....",0
@Mhmadventure31,2025-03-27T15:18:15Z,"Konten Itu penuh kepalsuan akan ketulusan ,  Niat dan Tujuan hanya selalu kau dan tuhan yang tahu , Jujur lebih sulit terucap hanya karena reputasi hancur . Sebagai Pria Kadang harus mengakui bahwa kita bukan makhluk sempurna yang selalu beralasan dengan niat .<br><br>Tapi susah juga ngejelasin ke orang yang ga pernah d gulung sedangkan doi apa2 idupnya udeh enak , jadi bikin skenario juga udh disiapin<br>bahkan buzzernya pun tetep jilat meski perlakuannya salah , termasuk gue .",0
@ridhoprihartanto4867,2025-03-27T15:18:07Z,"<a href=""https://www.youtube.com/watch?v=ygcodv_xrUE&amp;t=988"">16:28</a> bobon syok sampe nyebut masak 3x 😮",0
@nurul5608,2025-03-27T15:17:48Z,:) bebelit banget astaghfirullah,0
@beby12____,2025-03-27T15:17:10Z,Konten bobon dlu,0
@annasputra4014,2025-03-27T15:16:58Z,njir drama chindo,0
@HaylenGaskinz-y7w,2025-03-27T15:14:53Z,"Masha allah tabarakallah<br>Sdah berkali2 saya lihat video bg bobon ini asli saya sangat suka dgn hati nurani nya yg slalu lembut dan tulus ikhlas dlam membuat konten dan skalian bg bobon ini mnurut saya ini lah contoh manusia yg punya hati nurani bisa memanusiakan manusia,<br>Dlam arti kata dia ini ngonten bkan seolah2 karna uang atau nyari uang tapi dia ngonten karna di sangat senang bisa membuat orang lain senang bahagia dan tertolong oleh nya bgitu,<br>apa lagi dia ini selalu tepat di mna tempat dia mengarah kan duit dan harta nya kepada orang yg sdang sangat2 membutuh kan pertolongan nya,<br>Nah d sni lh kta mlihat dan tnpa kta sadari cara allah swt menilai hamba nya<br>Mau itu org nakal peminum pemabuk lh sgala mcam atau agama nya apa tapi kalau akhlak dan hati nurani nya slalu tulus dlam mmbantu org lain,<br>Sya rasa di stu lh allah swt slalu mlipat gandakan rezeki org tersebut krna allah kan suka dgn org yg lembut hati nya dan suka bersedekah kpada org yg mmbutuh kan,<br>Dan tanpa kita sadari di sini lh pula yg tdak org sdari bahwa apa yg ia lakukan itu seolah2 membukakan pintu rezeki atau menyampaikan rezeki dri allah swt,<br>Doa terbaik lh untuk abg bobon smoga shat slalu dan smoga dia slalu dalam lindungan dan keridhoan allah swt amin.🤲",11
